AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
300005890,Camp Morasha,"Other Private, Non-Licensed Entity",,,Out-of-State,Open,07/06/1990,(570)798-2401,,,1118 Avenue J,,Brooklyn,NY,11230,3635,1118 Avenue J,,Brooklyn,NY,11230,3635,,,,,,,,,,,
300602150,Camp Mount Luther Corporation,"Other Private, Non-Licensed Entity",16,Central Susquehanna IU 16,Union,Open,10/25/1991,(570)922-1587,,,355 Mt. Luther Lane,,Mifflinburg,PA,17844,7914,355 Mt. Luther Lane,,Mifflinburg,PA,17844,7914,,,,,,,,,,,
300090670,Camp Neumann,"Other Private, Non-Licensed Entity",22,Bucks County IU 22,Bucks,Open,07/06/1990,(215)343-6552,,,PO Box 297,,Jamison,PA,18929,0297,PO Box 297,,Jamison,PA,18929,0297,,,,,,,,,,,
300251540,Camp Notre Dame,"Other Private, Non-Licensed Entity",5,Northwest Tri-County IU 5,Erie,Open,07/06/1990,,,,400 Eaton Rd,,Fairview,PA,16415,1509,400 Eaton Rd,,Fairview,PA,16415,1509,,,,,,,,,,,
324150005,Camp Oak Hill,Miscellaneous,24,Chester County IU 24,Chester,Open,04/03/2002,(202)678-5490,,,53 Camp Road,,Nottingham,PA,19362,,53 Camp Road,,Nottingham,PA,19362,,,,,,,,,,,,
309420000,Camp Penuel East,Miscellaneous,9,Seneca Highlands IU 9,McKean,Open,02/05/2004,(814)225-3222,,,PO Box 510,,Eldred,PA,16731,,PO Box 510,,Eldred,PA,16731,,,,,,,,,,,,
324150011,Camp Possibilities,Miscellaneous,24,Chester County IU 24,Chester,Open,03/11/2003,(302)655-7876,,,2123 Biddle Street,,Wilmington,DE,19805,,2123 Biddle Street,,Wilmington,DE,19805,,,,,,,,,,,,
300641200,Camp Poyntelle Inc,"Other Private, Non-Licensed Entity",,,Out-of-State,Open,07/06/1990,(516)937-3866,,,212-00 23rd Avenue,,Bayside,NY,11360,,212-00 23rd Avenue,,Bayside,NY,11360,,,,,,,,,,,,
323460008,"Camp Rainbow, Inc.",Miscellaneous,23,Montgomery County IU 23,Montgomery,Open,04/26/2002,(215)362-2561,,,1 Plank Road,,Schwenksville,PA,19473,,1 Plank Road,,Schwenksville,PA,19473,,,,,,,,,,,,
300512220,Camp Ramah in the Poconos,"Other Private, Non-Licensed Entity",26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)885-8556,,,261 Old York Rd    Suite 734,,Jenkintown,PA,19046,2627,261 Old York Rd    Suite 734,,Jenkintown,PA,19046,2627,,,,,,,,,,,
360394530,Camp Restoration Inc DBA Elevation Community Center,Miscellaneous,,,Lehigh,Open,03/27/2015,(877)862-7315,,,3444 Oxford Circle,,Allentown,PA,18104,2676,417 N 14th Street,,Allentown,PA,18102,2613,Director,Ms,Sophia,,Estrella,,(877)862-7315,,,,
300231220,Camp Sankanac Fndtn Inc,"Other Private, Non-Licensed Entity",25,Delaware County IU 25,Delaware,Open,07/06/1990,(610)352-7177,,,68 Bertolet School Rd,,Spring City,PA,19475,3304,68 Bertolet School Rd,,Spring City,PA,19475,3304,,,,,,,,,,,
361644129,Camp SCHI,Miscellaneous,,,Wayne,Open,07/11/2015,(412)267-7244,1003,,345 Oak Street,,Lakewood,NJ,08701,5347,122 Skycrest Road,,Hawley,PA,18428,,Director,Ms,Rochel,,Pavlov,,(732)886-0900,1003,,,
300521750,Camp Speers Eljabar YMCA,"Other Private, Non-Licensed Entity",20,Colonial IU 20,Pike,Open,07/06/1990,(570)828-2329,,,RR 1 Box 89,,Dingmans Ferry,PA,18328,9725,RR 1 Box 89,,Dingmans Ferry,PA,18328,9725,,,,,,,,,,,
219351251,Camp St Andrew,"Other Private, Non-Licensed Entity",19,Northeastern Educational IU 19,Lackawanna,Open,07/06/1990,(570)341-1290,,,316 William Strett,,Scranton,PA,18508,,316 William Strett,,Scranton,PA,18508,,,,,,,,,,,,
300321010,Camp Sunrise Inc,"Other Private, Non-Licensed Entity",28,ARIN IU 28,Indiana,Open,04/25/1995,(724)463-7207,,,651 South 5th Street,,Indiana,PA,15701,,651 South 5th Street,,Indiana,PA,15701,,,,,,,,,,,,
300418500,Camp Susque Inc,"Other Private, Non-Licensed Entity",17,BLaST IU 17,Lycoming,Open,07/06/1990,(570)998-2151,,,PO Box 65,,Trout Run,PA,17771,0065,PO Box 65,,Trout Run,PA,17771,0065,,,,,,,,,,,
300061550,Camp Swatara Ch Brethren,"Other Private, Non-Licensed Entity",14,Berks County IU 14,Berks,Open,07/06/1990,(717)933-8510,,,2905 Camp Swatara Rd,,Bethel,PA,19507,9554,2905 Camp Swatara Rd,,Bethel,PA,19507,9554,,,,,,,,,,,
303020020,Camp Yough,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,08/05/2004,,,,429 Duncan Station Road,,McKeesport,PA,15135,3326,429 Duncan Station Road,,McKeesport,PA,15135,3326,,,,,,,,,,,
324150066,Camphill Special School,"Licensed, Private Academic School",24,Chester County IU 24,Chester,Open,01/20/2012,(610)415-9451,,,1784 Fairview Rd,,Glenmoore,PA,19343,,551 W Seven Stars Rd,,Phoenixville,PA,19343,,Director,Mr,Bernard,A,Wolf,,(610)469-9820,,,,
300150600,Camphill Special School Inc,Approved Private School,24,Chester County IU 24,Chester,Open,10/01/1990,(610)469-9236,,http://www.camphillspecialschool.org ,1784 Fairview Rd,,Glenmoore,PA,19343,2624,1784 Fairview Rd,,Glenmoore,PA,19343,,Director,Mr,Bernard,A,Wolf,,(610)469-9820,,,,
300150600,Camphill Special School Inc,"Licensed, Private Academic School",24,Chester County IU 24,Chester,Open,10/01/1990,(610)469-9236,,http://www.camphillspecialschool.org ,1784 Fairview Rd,,Glenmoore,PA,19343,2624,1784 Fairview Rd,,Glenmoore,PA,19343,,Director,Mr,Bernard,A,Wolf,,(610)469-9820,,,,
325050000,Campus Child Care Center,Miscellaneous,25,Delaware County IU 25,Bedford,Open,01/10/2002,,,,Edinboro University,,Edinboro,PA,16412,,Edinboro University,,Edinboro,PA,16412,,,,,,,,,,,,
300221400,Campus Program,"Other Private, Non-Licensed Entity",15,Capital Area IU 15,Dauphin,Open,05/12/1994,,,,6200 Parkway East,,Harrisburg,PA,17112,,6200 Parkway East,,Harrisburg,PA,17112,,,,,,,,,,,,
202021105,Campus School of Carlow University,"Nonpublic, Non-Licensed School",2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,10/01/1992,(412)578-6157,,,3333 5th Ave Tiernan Hall,,Pittsburgh,PA,15213,3109,3333 5th Ave Tiernan Hall,,Pittsburgh,PA,15213,3109,Principal,Mrs,Michelle,,Peduto,,,,,,
219641101,Canaan Christian Academy,"Nonpublic, Non-Licensed School",19,Northeastern Educational IU 19,Wayne,Open,10/01/1992,(570)937-4848,,,30 Hemlock Road,,Lake Ariel,PA,18436,,30 Hemlock Road,,Lake Ariel,PA,18436,,Principal,Mr,Michael,T,Boole,,,,,,
314101678,"CANDLE, INC",Act 48 Independent Provider,,,Butler,Open,04/12/2011,(724)679-1788,,,100 Brugh Ave.,,Butler,PA,16001,,100 Brugh Ave.,,Butler,PA,16001,,,,,,,,,,,,
364353383,CANDY APPLE DAY CARE,Miscellaneous,,,Lackawanna,Open,08/14/2010,(570)343-1061,,,121 SOUTH APPLE STREET,,DUNMORE,PA,18512,,121 SOUTH APPLE STREET,,DUNMORE,PA,18512,,Director,Ms,KARA,,DOLAND,,(570)343-1061,,,,
374556516,CANDYLAND PRESCHOOL,Miscellaneous,,,Snyder,Open,10/03/2009,(570)539-2129,,,161 FOX CROSSING ROAD,,MT. PLEASANT MILLS,PA,17853,,161 FOX CROSSING ROAD,,MT. PLEASANT MILLS,PA,17853,,Director,Ms,CANDY,,SWINEFORD,,(570)539-2129,,,,
228320003,Canoe Ridge Amish School,"Nonpublic, Non-Licensed School",6,Riverview IU 6,Jefferson,Open,08/21/2006,(814)938-3205,,,2112 Canoe Ridge Road,,Rossiter,PA,15772,,2538 Church Road,,Rossiter,PA,15772,,Principal,Mr,John,L,Schrock,,,,,,
101631703,Canon-McMillan SD,School District,1,Intermediate Unit 1,Washington,Open,06/08/1999,(724)746-2940,,http://www.cmsd.k12.pa.us,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,Assistant Superintendent,Mr,Scott,W,Chambers,,(724)746-2940,,01/23/2013,06/30/2016,
101631703,Canon-McMillan SD,School District,1,Intermediate Unit 1,Washington,Open,06/08/1999,(724)746-2940,,http://www.cmsd.k12.pa.us,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,Business Manager,Ms,Joni,,Mansmann,,(724)746-2940,369,,,
101631703,Canon-McMillan SD,School District,1,Intermediate Unit 1,Washington,Open,06/08/1999,(724)746-2940,,http://www.cmsd.k12.pa.us,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,1 N Jefferson Ave,,Canonsburg,PA,15317,1305,Superintendent,Mr,Michael,,Daniels,,(724)746-2940,9101,10/23/2015,10/23/2020,
117081003,Canton Area SD,School District,17,BLaST IU 17,Bradford,Open,08/05/1999,(570)673-3191,,http://www.canton.k12.pa.us,509 E Main St,,Canton,PA,17724,1698,509 E Main St,,Canton,PA,17724,1698,Business Manager,Mr,Mark,,Jannone,,(570)673-3191,,,,
117081003,Canton Area SD,School District,17,BLaST IU 17,Bradford,Open,08/05/1999,(570)673-3191,,http://www.canton.k12.pa.us,509 E Main St,,Canton,PA,17724,1698,509 E Main St,,Canton,PA,17724,1698,Superintendent,Mr,G. Mathew,,Gordon,,(570)673-3191,,07/01/2012,06/30/2017,
217080001,Canton Country School,"Nonpublic, Non-Licensed School",17,BLaST IU 17,Bradford,Open,10/01/2003,,,,891 Sunset Road,,Canton,PA,17724,,79 Glory Barn Road,,Canton,PA,17724,,Principal,,Samuel,,Schwartz,,,,,,
300321200,Cantons Driving School Inc ,Private Driver Training School,28,ARIN IU 28,Indiana,Open,07/06/1990,(724)463-9632,,,782 Sleepy Hollow Rd,,Indiana,PA,15701,8476,782 Sleepy Hollow Rd,,Indiana,PA,15701,8476,Director,,Anna,R,Canton,,(412)349-0755,,,,
300230900,Cantors Driving School Inc,Private Driver Training School,23,Montgomery County IU 23,Montgomery,Open,10/01/1998,(610)277-1050,,,630 Freedom Business Center Dr. 3rd Floor,,King of Prussia,PA,19406,,630 Freedom Business Center Dr. 3rd Floor,,King of Prussia,PA,19406,,Director,,, ,Vacant,,(215)473-2023,,,,
300230900,Cantors Driving School Inc,Private Driver Training School,23,Montgomery County IU 23,Montgomery,Open,10/01/1998,(610)277-1050,,,630 Freedom Business Center Dr. 3rd Floor,,King of Prussia,PA,19406,,630 Freedom Business Center Dr. 3rd Floor,,King of Prussia,PA,19406,,Director,,Cheri,S,Cantor,,(610)277-1050,,,,
300512205,Capa,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,01/22/1998,(215)875-3700,,,Broad and Christian,,Philadelphia,PA,19146,,Broad and Christian,,Philadelphia,PA,19146,,,,,,,,,,,,
312670001,Cape Horn Educational Center,Miscellaneous,12,Lincoln IU 12,York,Open,07/01/2002,,,,3290 Cape Horn Road,,Red Lion,PA,17356,,3290 Cape Horn Road,,Red Lion,PA,17356,,,,,,,,,,,,
315220004,Capital Academy,"Licensed, Private Academic School",15,Capital Area IU 15,Dauphin,Open,02/01/2002,(717)238-6960,,,1745 North Cameron Street,,Harrisburg,PA,17103,,1745 N Cameron St,,Harrisburg,PA,17103,,Director,Mr,Bret,A,Wade,II,(717)238-6960,,,,
300218800,Capital Area Children's Center,"Licensed, Private Academic School",15,Capital Area IU 15,Cumberland,Open,10/01/1990,(717)975-0611,,,44 South 38th Street,,Camp Hill,PA,17011,0000,44 South 38th Street,,Camp Hill,PA,17011,0000,Director,Ms,Courtenay,,Wilson,,(717)795-8753,,,,
315220038,Capital Area Childrens Center,Act 48 Independent Provider,,,Dauphin,Open,10/03/2003,(717)975-0611,,http://www.ucpcentralpa.org,925 Linda Lane,,Camp Hill,PA,17011,,925 Linda Lane,,Camp Hill,PA,17011,,,,,,,,,,,,
315220039,Capital Area Early Childhood Training Institute,Act 48 Independent Provider,,,Dauphin,Open,06/21/2002,(717)236-1381,,,"2001 North Front Street, Bldg#1, Suite 314",,"Harrisburg, PA 17102",PA,17102,,"2001 North Front Street, Bldg#1, Suite 314",,"Harrisburg, PA 17102",PA,17102,,,,,,,,,,,,
115000000,Capital Area IU 15,Intermediate Unit,15,Capital Area IU 15,Cumberland,Open,11/15/1991,(717)732-8400,,http://www.caiu.org,55 Miller St,,Enola,PA,17025,1640,55 Miller St,,Enola,PA,17025,1640,Assistant Executive Director,Dr,Rhonda,A,Brunner,,(717)732-8400,,07/01/2014,06/30/2018,
115000000,Capital Area IU 15,Intermediate Unit,15,Capital Area IU 15,Cumberland,Open,11/15/1991,(717)732-8400,,http://www.caiu.org,55 Miller St,,Enola,PA,17025,1640,55 Miller St,,Enola,PA,17025,1640,Business Manager,Mr,Daren,,Moran,,(717)732-8400,,,,
115000000,Capital Area IU 15,Intermediate Unit,15,Capital Area IU 15,Cumberland,Open,11/15/1991,(717)732-8400,,http://www.caiu.org,55 Miller St,,Enola,PA,17025,1640,55 Miller St,,Enola,PA,17025,1640,Executive Director,Mrs,Cindy,C,Mortzfeldt,,(717)732-8400,,01/01/2014,12/31/2017,
115000000,Capital Area IU 15,Intermediate Unit,15,Capital Area IU 15,Cumberland,Open,11/15/1991,(717)732-8400,,http://www.caiu.org,55 Miller St,,Enola,PA,17025,1640,55 Miller St,,Enola,PA,17025,1640,IMS Director,Mr,David,,Martin,,(717)732-8477,,,,
115227010,Capital Area School for the Arts Charter School,Charter School                          ,15,Capital Area IU 15,Dauphin,Open,07/01/2013,(717)732-8450,,,150 Strawberry Square,,Harrisburg,PA,17101,,150 Strawberry Square,,Harrisburg,PA,17101,,Chief Executive Officer,Mr,Timothy,R,Wendling,,(717)732-8450,,,,
315010100,Capital Blue Cross Health Education Programs,Act 48 Independent Provider,,,Adams,Open,03/07/2005,(717)703-8304,,,PO Box 773731,,Harrisburg,PA,17177,3731,PO Box 773731,,Harrisburg,PA,17177,3731,,,,,,,,,,,
300280870,Capital Camp/Jewish Ccs,"Other Private, Non-Licensed Entity",12,Lincoln IU 12,Franklin,Open,07/06/1990,(301)468-2267,,,12811 Old Route 16 St,,Waynesboro,PA,17268,9301,12811 Old Route 16 St,,Waynesboro,PA,17268,9301,,,,,,,,,,,
410147201,Capital College Library,Library,,,Dauphin,Open,12/15/2005,(717)948-6070,,,351 Olmsted Dr,,Middletown,PA,17057,4850,351 Olmsted Dr,,Middletown,PA,17057,4850,,,,,,,,,,,
415226029,Capitol Bartending School,Private Licensed School,,,Dauphin,Open,06/03/2005,(717)236-1493,,http://www.capitolbartendingschool.com,2612 N Third St,,Harrisburg,PA,17110,,2612 N Third St,,Harrisburg,PA,17110,,Chief Executive Officer,Ms,Alexandra,,Kassay,,(717)214-6153,,,,
415226029,Capitol Bartending School,Private Licensed School,,,Dauphin,Open,06/03/2005,(717)236-1493,,http://www.capitolbartendingschool.com,2612 N Third St,,Harrisburg,PA,17110,,2612 N Third St,,Harrisburg,PA,17110,,Chief Executive Officer,Ms,Meghan,,Rhoads,,(717)236-1493,,,,
415226029,Capitol Bartending School,Private Licensed School,,,Dauphin,Open,06/03/2005,(717)236-1493,,http://www.capitolbartendingschool.com,2612 N Third St,,Harrisburg,PA,17110,,2612 N Third St,,Harrisburg,PA,17110,,Chief Executive Officer,Ms,Nadine,V,Riess,,,,,,
337467456,Caplan's Driver Education,Private Driver Training School,23,Montgomery County IU 23,Montgomery,Open,01/10/2011,(484)332-4499,,,2451 North Fairview Drive,,Norristown,PA,19403,,2451 North Fairview Drive,,Norristown,PA,19403,,Director,,Marc,E,Caplan,,(484)332-4499,,,,
121131507,Carbon Career & Technical Institute,Career and Technical Center,21,Carbon-Lehigh IU 21,Carbon,Open,07/06/1990,(570)325-3682,1510,http://www.carboncti.org,150 West 13th Street,,Jim Thorpe,PA,18229,1821,150 West 13th Street,,Jim Thorpe,PA,18229,1821,Director Vocational Education,Mr,David,I,Reinbold,,(570)325-3682,1510,,,
300130760,Carbon Co Action Com Human Svc,Miscellaneous,21,Carbon-Lehigh IU 21,Carbon,Open,10/22/1993,(610)377-6400,,,267 South Second Street,,Lehighton,PA,18235,,267 South Second Street,,Lehighton,PA,18235,,Director,,Kimberley, ,Miller,,,,,,
300132000,Carbon Co Chapter Parc Inc,"Other Private, Non-Licensed Entity",21,Carbon-Lehigh IU 21,Carbon,Open,07/06/1990,,,,178 S 1st St,,Lehighton,PA,18235,2031,178 S 1st St,,Lehighton,PA,18235,2031,,,,,,,,,,,
300132280,Carbon Co Vol for Lit,Miscellaneous,21,Carbon-Lehigh IU 21,Carbon,Open,07/06/1990,,,,44 Susquehanna St,,Jim Thorpe,PA,18229,1948,44 Susquehanna St,,Jim Thorpe,PA,18229,1948,,,,,,,,,,,
300132130,Carbon County Head Start,"Other Private, Non-Licensed Entity",21,Carbon-Lehigh IU 21,Carbon,Open,05/12/1994,,,,Bowmanstown Site,One and Hill Sts,Bowmanstown,PA,18030,,Bowmanstown Site,One and Hill Sts,Bowmanstown,PA,18030,,,,,,,,,,,,
300132150,Carbon County Head Start,"Other Private, Non-Licensed Entity",21,Carbon-Lehigh IU 21,Carbon,Open,05/12/1994,,,,Jim Thorpe Site,77 W 13th St,Jim Thorpe,PA,18229,1813,Jim Thorpe Site,77 W 13th St,Jim Thorpe,PA,18229,1813,,,,,,,,,,,
300541270,Carbon County Head Start,"Other Private, Non-Licensed Entity",29,Schuylkill IU 29,Schuylkill,Open,05/12/1994,,,,Coaldale Site,150 W Phillips St,Coaldale,PA,18218,1499,Coaldale Site,150 W Phillips St,Coaldale,PA,18218,1499,,,,,,,,,,,
321130002,Carbon County Head Start,Miscellaneous,21,Carbon-Lehigh IU 21,Carbon,Open,05/16/2002,,,,Palmerton Center,"128 Delaware Avenue, Suite B",Palmerton,PA,18071,,Palmerton Center,"128 Delaware Avenue, Suite B",Palmerton,PA,18071,,,,,,,,,,,,
321540000,Carbon County Head Start #2,Miscellaneous,21,Carbon-Lehigh IU 21,Schuylkill,Open,07/12/2002,,,,150 West Phillips Street,,Coaldale,PA,18218,,150 West Phillips Street,,Coaldale,PA,18218,,,,,,,,,,,,
921130694,Carbon County Law Library,Library,,,Carbon,Open,04/30/2004,(570)325-3111,,,Courthouse 4 Broadway 2nd flr,P O Box 207,Jim Thorpe,PA,18229,0207,Courthouse 4 Broadway 2nd flr,P O Box 207,Jim Thorpe,PA,18229,0207,,,,,,,,,,,
300132175,Carbon Votech Day Care,Miscellaneous,21,Carbon-Lehigh IU 21,Carbon,Open,10/03/1997,(570)325-4140,,,150 W 13th St,,Jim Thorpe,PA,18229,1821,150 W 13th St,,Jim Thorpe,PA,18229,1821,Director,Ms,Corace, ,Dunn,,,,,,
121000000,Carbon-Lehigh IU 21,Intermediate Unit,21,Carbon-Lehigh IU 21,Lehigh,Open,12/22/1998,(610)769-4111,,http://www.cliu.org,4210 Independence Dr,,Schnecksville,PA,18078,2580,4210 Independence Dr,,Schnecksville,PA,18078,2580,Assistant Executive Director,,,,Vacant,,,,,,
121000000,Carbon-Lehigh IU 21,Intermediate Unit,21,Carbon-Lehigh IU 21,Lehigh,Open,12/22/1998,(610)769-4111,,http://www.cliu.org,4210 Independence Dr,,Schnecksville,PA,18078,2580,4210 Independence Dr,,Schnecksville,PA,18078,2580,Business Manager,Mrs,Lucille,,Gallis,,(610)769-4111,1220,,,
121000000,Carbon-Lehigh IU 21,Intermediate Unit,21,Carbon-Lehigh IU 21,Lehigh,Open,12/22/1998,(610)769-4111,,http://www.cliu.org,4210 Independence Dr,,Schnecksville,PA,18078,2580,4210 Independence Dr,,Schnecksville,PA,18078,2580,Executive Director,Dr,Elaine,E,Eib,,(610)769-4111,,04/17/2014,04/17/2018,
119351303,Carbondale Area SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,06/08/1999,(570)282-2507,,http://www.gateway.ca.k12.pa.us/,101 Brooklyn St,,Carbondale,PA,18407,2207,101 Brooklyn St,,Carbondale,PA,18407,2207,Business Manager,Mr,David,,Cerra,,(570)282-2507,,,,
119351303,Carbondale Area SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,06/08/1999,(570)282-2507,,http://www.gateway.ca.k12.pa.us/,101 Brooklyn St,,Carbondale,PA,18407,2207,101 Brooklyn St,,Carbondale,PA,18407,2207,Superintendent,,,,Vacant,,,,,,
300351000,Carbondale Elementary School,Miscellaneous,19,Northeastern Educational IU 19,Lackawanna,Open,01/22/1998,,,,103 Brooklyn St,,Carbondale,PA,18407,2207,103 Brooklyn St,,Carbondale,PA,18407,2207,,,,,,,,,,,
919350152,Carbondale Public Library,Library,,,Lackawanna,Open,11/09/2000,(570)282-4281,,http://www.albright.org/Carbondale/index.htm,5 North Main St,,Carbondale,PA,18407,2303,5 North Main St,,Carbondale,PA,18407,2303,Director,,Marie , ,Zaccone ,,(570)282-4281,,,,
319350012,Carbondale YMCA,Miscellaneous,19,Northeastern Educational IU 19,Lackawanna,Open,05/16/2005,(570)282-2210,,,82 North Main Street,,Carbondale,PA,18407,,82 North Main Street,,Carbondale,PA,18407,,,,,,,,,,,,
303020058,Cardinal Consulting Group,Act 48 Independent Provider,,,Allegheny,Open,02/09/2005,,,http://www.cardinalconsultinggroup.net,P.O.Box 464,,Oakmont,PA,15139,0464,P.O.Box 464,,Oakmont,PA,15139,0464,,,,,,,,,,,
225237602,Cardinal John Foley Regional Catholic,"Nonpublic, Non-Licensed School",25,Delaware County IU 25,Delaware,Open,10/01/1992,(610)446-4608,,,300 E Eagle Rd,,Havertown,PA,19083,1621,300 E Eagle Rd,,Havertown,PA,19083,,Principal,,Mary Ann,,DeAngelo,,,,,,
207658105,Cardinal Maida Academy,"Nonpublic, Non-Licensed School",7,Westmoreland IU 7,Westmoreland,Open,10/01/1992,(724)568-3304,,,315 Franklin Avenue,,Vandergrift,PA,15690,1308,315 Franklin Avenue,,Vandergrift,PA,15690,1308,Principal,Mr,Mark,,Talarico,,,,,,
225231602,Cardinal Ohara High School,"Nonpublic, Non-Licensed School",25,Delaware County IU 25,Delaware,Open,10/01/1992,(610)544-3800,,,1701 S Sproul Rd,,Springfield,PA,19064,1199,1701 S Sproul Rd,,Springfield,PA,19064,1199,Principal,Ms,Eileen,,Vice,,,,,,
213360011,Cardinal Wing School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/2003,,,,1108 Stoney Hill Road,,Quarryville,PA,17566,,689 Conowingo Rd,,Quarryville,PA,17566,,Principal,,Ephraim,B,Zook,,,,,,
202024475,Cardinal Wuerl North Catholic High School Inc,"Nonpublic, Non-Licensed School",4,Midwestern IU 4,Butler,Open,10/01/1992,(412)321-4823,,,1617 Route 228,,Cranberry Twp,PA,16066,,1617 Route 228,,Cranberry Twp,PA,16066,,Principal,Mr,Luke,,Crawford,,,,,,
300061510,Cardinals Driving School,Private Driver Training School,14,Berks County IU 14,Berks,Open,07/06/1990,(610)779-9766,,,907 Brighton Ave,,Reading,PA,19606,1419,907 Brighton Ave,,Reading,PA,19606,1419,Director,,Jeffrey,A,Cardinal,,(215)779-9766,,,,
373519479,Cardiovascular Institute of Philadelphia,Act 48 Independent Provider,,,Philadelphia,Open,08/27/2009,(215)389-2300,,,P.O. Box 54632,,Philadelphia,PA,19148,,P.O. Box 54632,,Philadelphia,PA,19148,,,,,,,,,,,,
379651084,CARE BEAR DAY CARE LLC,Miscellaneous,,,Westmoreland,Open,10/24/2008,(724)832-8444,,,PO BOX 347,CROWS NEST ROAD,BOVARD,PA,15619,0347,PO BOX 347,CROWS NEST ROAD,BOVARD,PA,15619,0347,Director,Ms,TINA,,GOULD,,,,,,
327157377,Care Center Foundation,Miscellaneous,,,Chester,Open,04/11/2013,(510)436-6226,,,127-129 South Matlack Street,,West Chester,PA,19382,3103,127-129 South Matlack Street,,West Chester,PA,19382,3103,Executive Director,Ms,Blondell,,Parsons,,(610)436-6226,,,,
300425080,CARE for Children RCP,"Licensed, Private Academic School",9,Seneca Highlands IU 9,McKean,Open,10/01/1990,(814)362-4621,,,723 E Main St,,Bradford,PA,16701,0000,723 E Main St,,Bradford,PA,16701,0000,Director,Ms,Kimberly,,Engstrom,,(814)362-6856,,,,
